Term,es,nes,pval,fdr,geneset_size,matched_size,genes,ledge_genes,genes_list,num_genes
ko04071,,,0.0,1000000000.0,82,24,K12349;K12350;K12351;K11584;K02677;K03456;K00654;K01634;K01115;K07827;K07861;K04441;K04392;K04382;K04371;K04354;K04513;K04717;K04630;K04514;K04716;K04718;K06276;K05665,K12349;K12350;K12351;K11584;K02677;K03456;K00654;K01634;K01115;K07827;K07861;K04441;K04392;K04382;K04371;K04354;K04513;K04717;K04630;K04514;K04716;K04718;K06276;K05665,"['K12349', 'K12350', 'K12351', 'K11584', 'K02677', 'K03456', 'K00654', 'K01634', 'K01115', 'K07827', 'K07861', 'K04441', 'K04392', 'K04382', 'K04371', 'K04354', 'K04513', 'K04717', 'K04630', 'K04514', 'K04716', 'K04718', 'K06276', 'K05665']",24
ko04072,,,0.0,1000000000.0,108,14,K13509;K02677;K03099;K00889;K00901;K01115;K07827;K07203;K07208;K07937;K07941;K04371;K04513;K04718,K13509;K02677;K03099;K00889;K00901;K01115;K07827;K07203;K07208;K07937;K07941;K04371;K04513;K04718,"['K13509', 'K02677', 'K03099', 'K00889', 'K00901', 'K01115', 'K07827', 'K07203', 'K07208', 'K07937', 'K07941', 'K04371', 'K04513', 'K04718']",14
ko04075,,,0.0,1000000000.0,45,0,,,[''],1
ko04080,,,0.0,1000000000.0,310,1,K05770,K05770,['K05770'],1
ko04110,,,0.0,1000000000.0,110,51,K02365;K02537;K02540;K02541;K02542;K02608;K02603;K02604;K02605;K02606;K02607;K02178;K02209;K02210;K02212;K02213;K02214;K02216;K02202;K02180;K03352;K03353;K03355;K03356;K03357;K03358;K03359;K03363;K03364;K03351;K03350;K03349;K03348;K03347;K03083;K03094;K08866;K04802;K04728;K03868;K06636;K06628;K06630;K06634;K06639;K06641;K06669;K06670;K06671;K06679;K06067,K02365;K02537;K02540;K02541;K02542;K02608;K02603;K02604;K02605;K02606;K02607;K02178;K02209;K02210;K02212;K02213;K02214;K02216;K02202;K02180;K03352;K03353;K03355;K03356;K03357;K03358;K03359;K03363;K03364;K03351;K03350;K03349;K03348;K03347;K03083;K03094;K08866;K04802;K04728;K03868;K06636;K06628;K06630;K06634;K06639;K06641;K06669;K06670;K06671;K06679;K06067,"['K02365', 'K02537', 'K02540', 'K02541', 'K02542', 'K02608', 'K02603', 'K02604', 'K02605', 'K02606', 'K02607', 'K02178', 'K02209', 'K02210', 'K02212', 'K02213', 'K02214', 'K02216', 'K02202', 'K02180', 'K03352', 'K03353', 'K03355', 'K03356', 'K03357', 'K03358', 'K03359', 'K03363', 'K03364', 'K03351', 'K03350', 'K03349', 'K03348', 'K03347', 'K03083', 'K03094', 'K08866', 'K04802', 'K04728', 'K03868', 'K06636', 'K06628', 'K06630', 'K06634', 'K06639', 'K06641', 'K06669', 'K06670', 'K06671', 'K06679', 'K06067']",51
ko04111,,,0.0,1000000000.0,126,120,K12760;K11272;K10259;K12578;K12577;K12576;K12575;K12411;K12412;K12413;K12414;K12416;K18639;K02515;K02516;K02365;K02646;K02555;K02544;K02537;K02540;K02541;K02542;K02543;K02627;K02608;K02603;K02604;K02605;K02606;K02607;K02307;K02309;K02178;K02209;K02210;K02212;K02213;K02214;K02216;K02219;K02220;K02179;K02180;K02181;K03456;K03352;K03353;K03355;K03356;K03357;K03358;K03359;K03360;K03361;K03363;K03364;K03351;K03350;K03349;K03348;K03347;K02830;K02831;K03114;K03085;K03094;K09175;K09202;K08866;K04382;K04371;K04354;K04563;K03868;K06687;K06685;K06686;K06684;K06636;K06628;K06639;K06683;K06641;K06666;K06667;K06668;K06669;K06670;K06671;K06672;K06673;K06674;K06675;K06676;K06677;K06678;K06679;K06680;K06681;K06682;K06665;K06663;K06653;K06646;K06647;K06648;K06649;K06650;K06651;K06652;K06654;K06662;K06655;K06656;K06657;K06658;K06659;K06660;K06661,K12760;K11272;K10259;K12578;K12577;K12576;K12575;K12411;K12412;K12413;K12414;K12416;K18639;K02515;K02516;K02365;K02646;K02555;K02544;K02537;K02540;K02541;K02542;K02543;K02627;K02608;K02603;K02604;K02605;K02606;K02607;K02307;K02309;K02178;K02209;K02210;K02212;K02213;K02214;K02216;K02219;K02220;K02179;K02180;K02181;K03456;K03352;K03353;K03355;K03356;K03357;K03358;K03359;K03360;K03361;K03363;K03364;K03351;K03350;K03349;K03348;K03347;K02830;K02831;K03114;K03085;K03094;K09175;K09202;K08866;K04382;K04371;K04354;K04563;K03868;K06687;K06685;K06686;K06684;K06636;K06628;K06639;K06683;K06641;K06666;K06667;K06668;K06669;K06670;K06671;K06672;K06673;K06674;K06675;K06676;K06677;K06678;K06679;K06680;K06681;K06682;K06665;K06663;K06653;K06646;K06647;K06648;K06649;K06650;K06651;K06652;K06654;K06662;K06655;K06656;K06657;K06658;K06659;K06660;K06661,"['K12760', 'K11272', 'K10259', 'K12578', 'K12577', 'K12576', 'K12575', 'K12411', 'K12412', 'K12413', 'K12414', 'K12416', 'K18639', 'K02515', 'K02516', 'K02365', 'K02646', 'K02555', 'K02544', 'K02537', 'K02540', 'K02541', 'K02542', 'K02543', 'K02627', 'K02608', 'K02603', 'K02604', 'K02605', 'K02606', 'K02607', 'K02307', 'K02309', 'K02178', 'K02209', 'K02210', 'K02212', 'K02213', 'K02214', 'K02216', 'K02219', 'K02220', 'K02179', 'K02180', 'K02181', 'K03456', 'K03352', 'K03353', 'K03355', 'K03356', 'K03357', 'K03358', 'K03359', 'K03360', 'K03361', 'K03363', 'K03364', 'K03351', 'K03350', 'K03349', 'K03348', 'K03347', 'K02830', 'K02831', 'K03114', 'K03085', 'K03094', 'K09175', 'K09202', 'K08866', 'K04382', 'K04371', 'K04354', 'K04563', 'K03868', 'K06687', 'K06685', 'K06686', 'K06684', 'K06636', 'K06628', 'K06639', 'K06683', 'K06641', 'K06666', 'K06667', 'K06668', 'K06669', 'K06670', 'K06671', 'K06672', 'K06673', 'K06674', 'K06675', 'K06676', 'K06677', 'K06678', 'K06679', 'K06680', 'K06681', 'K06682', 'K06665', 'K06663', 'K06653', 'K06646', 'K06647', 'K06648', 'K06649', 'K06650', 'K06651', 'K06652', 'K06654', 'K06662', 'K06655', 'K06656', 'K06657', 'K06658', 'K06659', 'K06660', 'K06661']",120
ko04112,,,0.0,1000000000.0,31,27,K13593;K13584;K13587;K13589;K13590;K13591;K13592;K13583;K13582;K13581;K11357;K11443;K11749;K02488;K02651;K02563;K02314;K02313;K01358;K01338;K03531;K07716;K06985;K03544;K03588;K03589;K03590,K13593;K13584;K13587;K13589;K13590;K13591;K13592;K13583;K13582;K13581;K11357;K11443;K11749;K02488;K02651;K02563;K02314;K02313;K01358;K01338;K03531;K07716;K06985;K03544;K03588;K03589;K03590,"['K13593', 'K13584', 'K13587', 'K13589', 'K13590', 'K13591', 'K13592', 'K13583', 'K13582', 'K13581', 'K11357', 'K11443', 'K11749', 'K02488', 'K02651', 'K02563', 'K02314', 'K02313', 'K01358', 'K01338', 'K03531', 'K07716', 'K06985', 'K03544', 'K03588', 'K03589', 'K03590']",27
ko04113,,,0.0,1000000000.0,103,102,K12773;K12774;K12775;K12776;K12777;K12778;K12779;K12780;K12781;K12782;K12783;K12772;K12771;K12770;K12761;K12769;K12762;K12763;K12764;K12765;K12766;K12767;K12768;K10872;K10878;K12576;K12575;K12414;K12416;K11582;K11584;K02365;K02544;K02537;K02540;K02541;K02542;K02543;K02627;K02608;K02603;K02604;K02605;K02606;K02607;K02309;K02178;K02209;K02210;K02212;K02213;K02214;K02216;K02220;K03456;K03352;K03353;K03355;K03356;K03357;K03358;K03359;K03363;K03351;K03350;K03349;K03348;K02830;K02831;K03114;K03085;K01768;K07827;K07203;K09468;K09358;K09359;K09235;K09243;K08139;K04382;K04345;K04630;K04563;K06269;K06636;K06628;K06639;K06683;K06669;K06671;K06679;K06663;K06646;K06648;K06649;K06650;K06651;K06662;K06659;K06660;K06661,K12773;K12774;K12775;K12776;K12777;K12778;K12779;K12780;K12781;K12782;K12783;K12772;K12771;K12770;K12761;K12769;K12762;K12763;K12764;K12765;K12766;K12767;K12768;K10872;K10878;K12576;K12575;K12414;K12416;K11582;K11584;K02365;K02544;K02537;K02540;K02541;K02542;K02543;K02627;K02608;K02603;K02604;K02605;K02606;K02607;K02309;K02178;K02209;K02210;K02212;K02213;K02214;K02216;K02220;K03456;K03352;K03353;K03355;K03356;K03357;K03358;K03359;K03363;K03351;K03350;K03349;K03348;K02830;K02831;K03114;K03085;K01768;K07827;K07203;K09468;K09358;K09359;K09235;K09243;K08139;K04382;K04345;K04630;K04563;K06269;K06636;K06628;K06639;K06683;K06669;K06671;K06679;K06663;K06646;K06648;K06649;K06650;K06651;K06662;K06659;K06660;K06661,"['K12773', 'K12774', 'K12775', 'K12776', 'K12777', 'K12778', 'K12779', 'K12780', 'K12781', 'K12782', 'K12783', 'K12772', 'K12771', 'K12770', 'K12761', 'K12769', 'K12762', 'K12763', 'K12764', 'K12765', 'K12766', 'K12767', 'K12768', 'K10872', 'K10878', 'K12576', 'K12575', 'K12414', 'K12416', 'K11582', 'K11584', 'K02365', 'K02544', 'K02537', 'K02540', 'K02541', 'K02542', 'K02543', 'K02627', 'K02608', 'K02603', 'K02604', 'K02605', 'K02606', 'K02607', 'K02309', 'K02178', 'K02209', 'K02210', 'K02212', 'K02213', 'K02214', 'K02216', 'K02220', 'K03456', 'K03352', 'K03353', 'K03355', 'K03356', 'K03357', 'K03358', 'K03359', 'K03363', 'K03351', 'K03350', 'K03349', 'K03348', 'K02830', 'K02831', 'K03114', 'K03085', 'K01768', 'K07827', 'K07203', 'K09468', 'K09358', 'K09359', 'K09235', 'K09243', 'K08139', 'K04382', 'K04345', 'K04630', 'K04563', 'K06269', 'K06636', 'K06628', 'K06639', 'K06683', 'K06669', 'K06671', 'K06679', 'K06663', 'K06646', 'K06648', 'K06649', 'K06650', 'K06651', 'K06662', 'K06659', 'K06660', 'K06661']",102
ko04114,,,0.0,1000000000.0,79,32,K11584;K02365;K02537;K02178;K02183;K03456;K03352;K03353;K03355;K03356;K03357;K03358;K03359;K03363;K03351;K03350;K03349;K03348;K03347;K03094;K04441;K04382;K04371;K04345;K04348;K03868;K06268;K06269;K06636;K06630;K06669;K06679,K11584;K02365;K02537;K02178;K02183;K03456;K03352;K03353;K03355;K03356;K03357;K03358;K03359;K03363;K03351;K03350;K03349;K03348;K03347;K03094;K04441;K04382;K04371;K04345;K04348;K03868;K06268;K06269;K06636;K06630;K06669;K06679,"['K11584', 'K02365', 'K02537', 'K02178', 'K02183', 'K03456', 'K03352', 'K03353', 'K03355', 'K03356', 'K03357', 'K03358', 'K03359', 'K03363', 'K03351', 'K03350', 'K03349', 'K03348', 'K03347', 'K03094', 'K04441', 'K04382', 'K04371', 'K04345', 'K04348', 'K03868', 'K06268', 'K06269', 'K06636', 'K06630', 'K06669', 'K06679']",32
ko04115,,,0.0,1000000000.0,67,6,K10808;K22745;K02216;K08738;K04728;K06641,K10808;K22745;K02216;K08738;K04728;K06641,"['K10808', 'K22745', 'K02216', 'K08738', 'K04728', 'K06641']",6
ko04120,,,0.0,1000000000.0,131,50,K10684;K10685;K10686;K10597;K10576;K10577;K10579;K10589;K10590;K10591;K10592;K10598;K10599;K10601;K10609;K10570;K10573;K10259;K12416;K02207;K03178;K03352;K03353;K03355;K03356;K03357;K03358;K03359;K03360;K03361;K03363;K03364;K03351;K03350;K03349;K03348;K03347;K02927;K03094;K02977;K08770;K04649;K04706;K04554;K04555;K03868;K03869;K03872;K06688;K06689,K10684;K10685;K10686;K10597;K10576;K10577;K10579;K10589;K10590;K10591;K10592;K10598;K10599;K10601;K10609;K10570;K10573;K10259;K12416;K02207;K03178;K03352;K03353;K03355;K03356;K03357;K03358;K03359;K03360;K03361;K03363;K03364;K03351;K03350;K03349;K03348;K03347;K02927;K03094;K02977;K08770;K04649;K04706;K04554;K04555;K03868;K03869;K03872;K06688;K06689,"['K10684', 'K10685', 'K10686', 'K10597', 'K10576', 'K10577', 'K10579', 'K10589', 'K10590', 'K10591', 'K10592', 'K10598', 'K10599', 'K10601', 'K10609', 'K10570', 'K10573', 'K10259', 'K12416', 'K02207', 'K03178', 'K03352', 'K03353', 'K03355', 'K03356', 'K03357', 'K03358', 'K03359', 'K03360', 'K03361', 'K03363', 'K03364', 'K03351', 'K03350', 'K03349', 'K03348', 'K03347', 'K02927', 'K03094', 'K02977', 'K08770', 'K04649', 'K04706', 'K04554', 'K04555', 'K03868', 'K03869', 'K03872', 'K06688', 'K06689']",50
ko04122,,,0.0,1000000000.0,29,28,K14171;K14168;K14169;K11179;K11996;K12161;K21140;K21142;K21147;K21148;K21029;K21028;K03154;K03151;K03148;K00566;K01011;K07235;K07236;K07237;K04085;K04487;K03638;K03639;K03637;K03636;K03635;K03831,K14171;K14168;K14169;K11179;K11996;K12161;K21140;K21142;K21147;K21148;K21029;K21028;K03154;K03151;K03148;K00566;K01011;K07235;K07236;K07237;K04085;K04487;K03638;K03639;K03637;K03636;K03635;K03831,"['K14171', 'K14168', 'K14169', 'K11179', 'K11996', 'K12161', 'K21140', 'K21142', 'K21147', 'K21148', 'K21029', 'K21028', 'K03154', 'K03151', 'K03148', 'K00566', 'K01011', 'K07235', 'K07236', 'K07237', 'K04085', 'K04487', 'K03638', 'K03639', 'K03637', 'K03636', 'K03635', 'K03831']",28
ko04130,,,0.0,1000000000.0,35,18,K21155;K08505;K08486;K08489;K08490;K08492;K08493;K08495;K08496;K08497;K08499;K08501;K08502;K08504;K08507;K08513;K08516;K08517,K21155;K08505;K08486;K08489;K08490;K08492;K08493;K08495;K08496;K08497;K08499;K08501;K08502;K08504;K08507;K08513;K08516;K08517,"['K21155', 'K08505', 'K08486', 'K08489', 'K08490', 'K08492', 'K08493', 'K08495', 'K08496', 'K08497', 'K08499', 'K08501', 'K08502', 'K08504', 'K08507', 'K08513', 'K08516', 'K08517']",18
ko04136,,,0.0,1000000000.0,23,19,K17906;K17907;K17908;K17606;K00914;K07203;K07204;K08269;K08266;K08330;K08331;K08333;K08334;K08337;K08339;K08341;K08342;K08343;K04382,K17906;K17907;K17908;K17606;K00914;K07203;K07204;K08269;K08266;K08330;K08331;K08333;K08334;K08337;K08339;K08341;K08342;K08343;K04382,"['K17906', 'K17907', 'K17908', 'K17606', 'K00914', 'K07203', 'K07204', 'K08269', 'K08266', 'K08330', 'K08331', 'K08333', 'K08334', 'K08337', 'K08339', 'K08341', 'K08342', 'K08343', 'K04382']",19
ko04137,,,0.0,1000000000.0,61,19,K11839;K21357;K20168;K17907;K17771;K17969;K02927;K03115;K03097;K02977;K07827;K07870;K08334;K08339;K08341;K07897;K08860;K08770;K06030,K11839;K21357;K20168;K17907;K17771;K17969;K02927;K03115;K03097;K02977;K07827;K07870;K08334;K08339;K08341;K07897;K08860;K08770;K06030,"['K11839', 'K21357', 'K20168', 'K17907', 'K17771', 'K17969', 'K02927', 'K03115', 'K03097', 'K02977', 'K07827', 'K07870', 'K08334', 'K08339', 'K08341', 'K07897', 'K08860', 'K08770', 'K06030']",19
ko04138,,,0.0,1000000000.0,82,79,K14209;K12761;K12767;K15296;K12479;K21197;K21158;K21157;K21141;K21156;K21143;K21144;K21145;K21155;K19800;K20195;K20184;K20177;K20178;K20179;K20180;K20181;K20182;K20183;K17260;K17900;K17906;K17907;K17908;K17909;K17606;K17607;K16196;K16314;K18083;K18584;K03237;K00654;K00914;K00915;K01381;K01336;K07756;K07827;K07203;K07204;K09464;K09468;K09243;K08269;K08266;K08329;K08330;K08331;K08333;K08334;K08335;K08337;K08338;K08339;K08340;K08341;K08342;K07897;K08343;K08493;K08502;K08516;K04464;K04382;K04345;K06902;K06655;K05758;K05757;K05754;K05755;K05756;K06027,K14209;K12761;K12767;K15296;K12479;K21197;K21158;K21157;K21141;K21156;K21143;K21144;K21145;K21155;K19800;K20195;K20184;K20177;K20178;K20179;K20180;K20181;K20182;K20183;K17260;K17900;K17906;K17907;K17908;K17909;K17606;K17607;K16196;K16314;K18083;K18584;K03237;K00654;K00914;K00915;K01381;K01336;K07756;K07827;K07203;K07204;K09464;K09468;K09243;K08269;K08266;K08329;K08330;K08331;K08333;K08334;K08335;K08337;K08338;K08339;K08340;K08341;K08342;K07897;K08343;K08493;K08502;K08516;K04464;K04382;K04345;K06902;K06655;K05758;K05757;K05754;K05755;K05756;K06027,"['K14209', 'K12761', 'K12767', 'K15296', 'K12479', 'K21197', 'K21158', 'K21157', 'K21141', 'K21156', 'K21143', 'K21144', 'K21145', 'K21155', 'K19800', 'K20195', 'K20184', 'K20177', 'K20178', 'K20179', 'K20180', 'K20181', 'K20182', 'K20183', 'K17260', 'K17900', 'K17906', 'K17907', 'K17908', 'K17909', 'K17606', 'K17607', 'K16196', 'K16314', 'K18083', 'K18584', 'K03237', 'K00654', 'K00914', 'K00915', 'K01381', 'K01336', 'K07756', 'K07827', 'K07203', 'K07204', 'K09464', 'K09468', 'K09243', 'K08269', 'K08266', 'K08329', 'K08330', 'K08331', 'K08333', 'K08334', 'K08335', 'K08337', 'K08338', 'K08339', 'K08340', 'K08341', 'K08342', 'K07897', 'K08343', 'K08493', 'K08502', 'K08516', 'K04464', 'K04382', 'K04345', 'K06902', 'K06655', 'K05758', 'K05757', 'K05754', 'K05755', 'K05756', 'K06027']",79
ko04139,,,0.0,1000000000.0,34,34,K11088;K11244;K11227;K11229;K11231;K11233;K11644;K11841;K19718;K19717;K19708;K17065;K17800;K17775;K17774;K17764;K17765;K17969;K18191;K17984;K02677;K02332;K03115;K03097;K00889;K07203;K09243;K08294;K08269;K08330;K08341;K08955;K04441;K04464,K11088;K11244;K11227;K11229;K11231;K11233;K11644;K11841;K19718;K19717;K19708;K17065;K17800;K17775;K17774;K17764;K17765;K17969;K18191;K17984;K02677;K02332;K03115;K03097;K00889;K07203;K09243;K08294;K08269;K08330;K08341;K08955;K04441;K04464,"['K11088', 'K11244', 'K11227', 'K11229', 'K11231', 'K11233', 'K11644', 'K11841', 'K19718', 'K19717', 'K19708', 'K17065', 'K17800', 'K17775', 'K17774', 'K17764', 'K17765', 'K17969', 'K18191', 'K17984', 'K02677', 'K02332', 'K03115', 'K03097', 'K00889', 'K07203', 'K09243', 'K08294', 'K08269', 'K08330', 'K08341', 'K08955', 'K04441', 'K04464']",34
ko04140,,,0.0,1000000000.0,110,35,K21357;K17906;K17907;K17908;K17606;K16185;K16186;K16196;K03237;K00914;K01365;K07359;K07827;K07203;K07204;K07208;K07874;K08269;K08266;K08331;K08333;K08334;K08337;K08339;K08341;K08342;K07897;K07901;K08343;K08852;K08860;K04382;K04371;K04345;K06276,K21357;K17906;K17907;K17908;K17606;K16185;K16186;K16196;K03237;K00914;K01365;K07359;K07827;K07203;K07204;K07208;K07874;K08269;K08266;K08331;K08333;K08334;K08337;K08339;K08341;K08342;K07897;K07901;K08343;K08852;K08860;K04382;K04371;K04345;K06276,"['K21357', 'K17906', 'K17907', 'K17908', 'K17606', 'K16185', 'K16186', 'K16196', 'K03237', 'K00914', 'K01365', 'K07359', 'K07827', 'K07203', 'K07204', 'K07208', 'K07874', 'K08269', 'K08266', 'K08331', 'K08333', 'K08334', 'K08337', 'K08339', 'K08341', 'K08342', 'K07897', 'K07901', 'K08343', 'K08852', 'K08860', 'K04382', 'K04371', 'K04345', 'K06276']",35
ko04141,,,0.0,1000000000.0,144,77,K13989;K13993;K13996;K14001;K14002;K14003;K14004;K14005;K14006;K14007;K14009;K14012;K14013;K14015;K14016;K14017;K14022;K13719;K14018;K14023;K14024;K13525;K12668;K10839;K10956;K12691;K10080;K10082;K10084;K10085;K10088;K10661;K10597;K10601;K12275;K12666;K12667;K12669;K12670;K11718;K16195;K16196;K03237;K03283;K03347;K03094;K00730;K01456;K01228;K01230;K07342;K07765;K07151;K09481;K09485;K09486;K09487;K09540;K09562;K09580;K09584;K09490;K09503;K09518;K09523;K08288;K08054;K07953;K08852;K08860;K04079;K04554;K04523;K04555;K03868;K06689;K05546,K13989;K13993;K13996;K14001;K14002;K14003;K14004;K14005;K14006;K14007;K14009;K14012;K14013;K14015;K14016;K14017;K14022;K13719;K14018;K14023;K14024;K13525;K12668;K10839;K10956;K12691;K10080;K10082;K10084;K10085;K10088;K10661;K10597;K10601;K12275;K12666;K12667;K12669;K12670;K11718;K16195;K16196;K03237;K03283;K03347;K03094;K00730;K01456;K01228;K01230;K07342;K07765;K07151;K09481;K09485;K09486;K09487;K09540;K09562;K09580;K09584;K09490;K09503;K09518;K09523;K08288;K08054;K07953;K08852;K08860;K04079;K04554;K04523;K04555;K03868;K06689;K05546,"['K13989', 'K13993', 'K13996', 'K14001', 'K14002', 'K14003', 'K14004', 'K14005', 'K14006', 'K14007', 'K14009', 'K14012', 'K14013', 'K14015', 'K14016', 'K14017', 'K14022', 'K13719', 'K14018', 'K14023', 'K14024', 'K13525', 'K12668', 'K10839', 'K10956', 'K12691', 'K10080', 'K10082', 'K10084', 'K10085', 'K10088', 'K10661', 'K10597', 'K10601', 'K12275', 'K12666', 'K12667', 'K12669', 'K12670', 'K11718', 'K16195', 'K16196', 'K03237', 'K03283', 'K03347', 'K03094', 'K00730', 'K01456', 'K01228', 'K01230', 'K07342', 'K07765', 'K07151', 'K09481', 'K09485', 'K09486', 'K09487', 'K09540', 'K09562', 'K09580', 'K09584', 'K09490', 'K09503', 'K09518', 'K09523', 'K08288', 'K08054', 'K07953', 'K08852', 'K08860', 'K04079', 'K04554', 'K04523', 'K04555', 'K03868', 'K06689', 'K05546']",77
ko04142,,,0.0,1000000000.0,105,42,K14379;K13444;K13289;K10089;K12350;K12373;K12385;K12386;K12389;K12404;K12391;K12393;K12394;K12396;K12397;K12398;K12399;K02144;K02146;K02154;K02155;K01565;K01158;K01132;K01134;K01135;K01136;K01137;K01052;K01365;K01371;K01444;K01206;K01205;K01202;K01186;K01192;K01201;K01195;K01197;K01279;K04646,K14379;K13444;K13289;K10089;K12350;K12373;K12385;K12386;K12389;K12404;K12391;K12393;K12394;K12396;K12397;K12398;K12399;K02144;K02146;K02154;K02155;K01565;K01158;K01132;K01134;K01135;K01136;K01137;K01052;K01365;K01371;K01444;K01206;K01205;K01202;K01186;K01192;K01201;K01195;K01197;K01279;K04646,"['K14379', 'K13444', 'K13289', 'K10089', 'K12350', 'K12373', 'K12385', 'K12386', 'K12389', 'K12404', 'K12391', 'K12393', 'K12394', 'K12396', 'K12397', 'K12398', 'K12399', 'K02144', 'K02146', 'K02154', 'K02155', 'K01565', 'K01158', 'K01132', 'K01134', 'K01135', 'K01136', 'K01137', 'K01052', 'K01365', 'K01371', 'K01444', 'K01206', 'K01205', 'K01202', 'K01186', 'K01192', 'K01201', 'K01195', 'K01197', 'K01279', 'K04646']",42
ko04144,,,0.0,1000000000.0,169,65,K15053;K10591;K10364;K10365;K10396;K12200;K12199;K12198;K12197;K12196;K12182;K12183;K12184;K12187;K12188;K12189;K12190;K12191;K12193;K12194;K12195;K12562;K12471;K12472;K12479;K12481;K12486;K12488;K12492;K12493;K11827;K11824;K11826;K11839;K19476;K19475;K17260;K17917;K17918;K17919;K18584;K18442;K18443;K18466;K18467;K18468;K03283;K00889;K01115;K07889;K07897;K07901;K07904;K07905;K07937;K07941;K04393;K04513;K04646;K04705;K05758;K05757;K05754;K05755;K05756,K15053;K10591;K10364;K10365;K10396;K12200;K12199;K12198;K12197;K12196;K12182;K12183;K12184;K12187;K12188;K12189;K12190;K12191;K12193;K12194;K12195;K12562;K12471;K12472;K12479;K12481;K12486;K12488;K12492;K12493;K11827;K11824;K11826;K11839;K19476;K19475;K17260;K17917;K17918;K17919;K18584;K18442;K18443;K18466;K18467;K18468;K03283;K00889;K01115;K07889;K07897;K07901;K07904;K07905;K07937;K07941;K04393;K04513;K04646;K04705;K05758;K05757;K05754;K05755;K05756,"['K15053', 'K10591', 'K10364', 'K10365', 'K10396', 'K12200', 'K12199', 'K12198', 'K12197', 'K12196', 'K12182', 'K12183', 'K12184', 'K12187', 'K12188', 'K12189', 'K12190', 'K12191', 'K12193', 'K12194', 'K12195', 'K12562', 'K12471', 'K12472', 'K12479', 'K12481', 'K12486', 'K12488', 'K12492', 'K12493', 'K11827', 'K11824', 'K11826', 'K11839', 'K19476', 'K19475', 'K17260', 'K17917', 'K17918', 'K17919', 'K18584', 'K18442', 'K18443', 'K18466', 'K18467', 'K18468', 'K03283', 'K00889', 'K01115', 'K07889', 'K07897', 'K07901', 'K07904', 'K07905', 'K07937', 'K07941', 'K04393', 'K04513', 'K04646', 'K04705', 'K05758', 'K05757', 'K05754', 'K05755', 'K05756']",65
ko04145,,,0.0,1000000000.0,95,30,K10956;K10089;K10413;K10415;K12182;K02144;K02145;K02146;K02147;K02148;K02149;K02150;K02151;K02152;K02154;K02155;K00921;K00914;K01365;K07374;K07375;K07342;K09481;K08054;K07889;K07897;K08492;K08517;K04392;K05692,K10956;K10089;K10413;K10415;K12182;K02144;K02145;K02146;K02147;K02148;K02149;K02150;K02151;K02152;K02154;K02155;K00921;K00914;K01365;K07374;K07375;K07342;K09481;K08054;K07889;K07897;K08492;K08517;K04392;K05692,"['K10956', 'K10089', 'K10413', 'K10415', 'K12182', 'K02144', 'K02145', 'K02146', 'K02147', 'K02148', 'K02149', 'K02150', 'K02151', 'K02152', 'K02154', 'K02155', 'K00921', 'K00914', 'K01365', 'K07374', 'K07375', 'K07342', 'K09481', 'K08054', 'K07889', 'K07897', 'K08492', 'K08517', 'K04392', 'K05692']",30
ko04146,,,0.0,1000000000.0,73,39,K13356;K13348;K13239;K13237;K13346;K13336;K13337;K13338;K13339;K13341;K13342;K13343;K13344;K13345;K13273;K15628;K12261;K11517;K22587;K03426;K00624;K00477;K00869;K00830;K00803;K01897;K00106;K00031;K00273;K00232;K00306;K01640;K01578;K01796;K07513;K04564;K04565;K03781;K06664,K13356;K13348;K13239;K13237;K13346;K13336;K13337;K13338;K13339;K13341;K13342;K13343;K13344;K13345;K13273;K15628;K12261;K11517;K22587;K03426;K00624;K00477;K00869;K00830;K00803;K01897;K00106;K00031;K00273;K00232;K00306;K01640;K01578;K01796;K07513;K04564;K04565;K03781;K06664,"['K13356', 'K13348', 'K13239', 'K13237', 'K13346', 'K13336', 'K13337', 'K13338', 'K13339', 'K13341', 'K13342', 'K13343', 'K13344', 'K13345', 'K13273', 'K15628', 'K12261', 'K11517', 'K22587', 'K03426', 'K00624', 'K00477', 'K00869', 'K00830', 'K00803', 'K01897', 'K00106', 'K00031', 'K00273', 'K00232', 'K00306', 'K01640', 'K01578', 'K01796', 'K07513', 'K04564', 'K04565', 'K03781', 'K06664']",39
